Date,Transaction_Type,Transaction_Amount,Region,Payment_Method,Fraud_Flag,Likelihood,Impact,Risk_Score,Risk_Level
25-12-2024,Credit,1093.31,"Hopkins, Anderson and Delgado",Bank Transfer,0,2,2,4,Low
04-07-2024,Credit,2300.28,"Perry, Parsons and Foster",Credit Card,0,2,2,4,Low
30-10-2024,Credit,8127.87,Perry-Anderson,Cash,0,2,5,10,Medium
29-01-2024,Refund,2668.74,"Gutierrez, Green and Lowe",Cash,1,5,2,10,Medium
17-01-2024,Refund,5207.42,Obrien Group,Bank Transfer,0,2,3,6,Low
29-08-2024,Debit,5554.42,"Ramirez, Harrison and Bird",Cash,0,2,3,6,Low
26-12-2024,Debit,6774.65,Moore-Mcconnell,Credit Card,0,2,3,6,Low
13-11-2024,Debit,9500.17,"Kelley, Ryan and Davis",Cash,0,2,5,10,Medium
14-11-2024,Debit,9321.2,Elliott Group,Cash,0,2,5,10,Medium
13-02-2024,Refund,8990.76,"Russell, Warren and Wong",Cash,1,5,5,25,High
21-01-2024,Refund,9172.21,Davis-Armstrong,Bank Transfer,0,2,5,10,Medium
09-09-2024,Debit,9844.23,Newman-Barry,Bank Transfer,0,2,5,10,Medium
27-10-2024,Debit,8865.02,Andrade-Parrish,Credit Card,0,2,5,10,Medium
10-04-2024,Refund,1582.4,Hunt-Boyd,Cash,0,2,2,4,Low
15-08-2024,Debit,9972.2,Perez-Henry,Cash,1,5,5,25,High
07-07-2024,Credit,5333.15,"Smith, Peterson and Blair",Credit Card,0,2,3,6,Low
21-07-2024,Refund,5677.26,Hull-Murray,Bank Transfer,0,2,3,6,Low
03-09-2024,Credit,9536.64,Jones Ltd,Credit Card,0,2,5,10,Medium
25-11-2024,Credit,4254.61,"Davis, Wyatt and Black",Credit Card,0,2,3,6,Low
23-10-2024,Refund,6113.38,"Young, Brady and Austin",Bank Transfer,0,2,3,6,Low
29-12-2024,Refund,7949.22,Richards Group,Cash,0,2,3,6,Low
17-01-2024,Credit,2798.96,Baker-Mills,Bank Transfer,0,2,2,4,Low
21-09-2024,Debit,2609.68,"Lambert, Jones and Sparks",Cash,0,2,2,4,Low
15-07-2024,Debit,2149.33,"Williams, Sims and Adams",Cash,0,2,2,4,Low
28-08-2024,Refund,7336.81,"Ross, Smith and Hartman",Cash,0,2,3,6,Low
05-08-2024,Credit,7720.38,Johnson Inc,Bank Transfer,0,2,3,6,Low
22-06-2024,Credit,210.08,Bautista PLC,Cash,0,2,2,4,Low
20-10-2024,Refund,4064.1,Rodriguez PLC,Credit Card,0,2,3,6,Low
27-05-2024,Refund,3761.51,"Adams, Moody and Miranda",Cash,1,5,3,15,High
17-07-2024,Credit,5359.12,"Jones, Tanner and Hawkins",Credit Card,0,2,3,6,Low
23-07-2024,Credit,9273.2,Cox-Holland,Bank Transfer,1,5,5,25,High
22-05-2024,Refund,8748.5,"Lewis, Roman and White",Cash,1,5,5,25,High
16-10-2024,Credit,1162.32,Calhoun-Ross,Credit Card,0,2,2,4,Low
01-03-2024,Debit,6948.23,"Colon, Mcdonald and Perry",Cash,0,2,3,6,Low
23-02-2024,Refund,9009.3,"Weber, Moore and Howard",Credit Card,0,2,5,10,Medium
20-07-2024,Debit,2305.08,"White, Wiley and Chavez",Bank Transfer,0,2,2,4,Low
25-07-2024,Refund,7005.69,"Morgan, Graham and Carlson",Credit Card,0,2,3,6,Low
03-04-2024,Refund,9496.13,Schultz-Mccoy,Bank Transfer,0,2,5,10,Medium
07-02-2024,Credit,1140.52,"Harper, Miller and Jacobs",Cash,0,2,2,4,Low
21-05-2024,Debit,4798.42,Lyons-Howell,Bank Transfer,0,2,3,6,Low
23-03-2024,Credit,9094.24,"Young, Moses and Alexander",Cash,0,2,5,10,Medium
22-10-2024,Debit,5810.82,"Brown, James and Taylor",Credit Card,0,2,3,6,Low
27-01-2024,Credit,7378.75,"Hayden, Harris and Murphy",Cash,0,2,3,6,Low
14-08-2024,Refund,1360.83,Lloyd LLC,Bank Transfer,0,2,2,4,Low
21-01-2024,Debit,5184.36,"Bright, Anderson and Rhodes",Cash,0,2,3,6,Low
02-05-2024,Debit,5394.86,Mejia-Reeves,Bank Transfer,0,2,3,6,Low
06-02-2024,Refund,2325.69,Myers Ltd,Cash,1,5,2,10,Medium
18-02-2024,Refund,1273.01,"Sanchez, Morton and King",Bank Transfer,0,2,2,4,Low
28-06-2024,Credit,9080.93,Wang and Sons,Cash,0,2,5,10,Medium
01-02-2024,Debit,5089.08,Harris and Sons,Cash,0,2,3,6,Low
01-05-2024,Credit,6072.94,Reed-Chambers,Credit Card,0,2,3,6,Low
05-08-2024,Debit,8845.37,Buck LLC,Bank Transfer,0,2,5,10,Medium
22-09-2024,Debit,2422.53,Stark-Mathews,Credit Card,1,5,2,10,Medium
04-05-2024,Credit,5527.25,Friedman-Hoover,Cash,0,2,3,6,Low
08-01-2024,Refund,3397.73,Rodriguez-Blackwell,Bank Transfer,1,5,3,15,High
16-08-2024,Refund,5380.29,Houston-Curry,Cash,0,2,3,6,Low
14-11-2024,Credit,2603.99,"Foster, Franco and Holmes",Credit Card,0,2,2,4,Low
26-07-2024,Refund,3327.44,Bowers-Nichols,Bank Transfer,0,2,3,6,Low
30-08-2024,Credit,1370.44,"Richardson, Williams and Graham",Bank Transfer,1,5,2,10,Medium
04-05-2024,Refund,1791.32,"Rice, Macias and Harris",Cash,0,2,2,4,Low
18-01-2024,Credit,4282.93,"Terry, Pineda and Martinez",Bank Transfer,0,2,3,6,Low
24-07-2024,Credit,8503.95,"Duffy, Mclaughlin and Anderson",Bank Transfer,0,2,5,10,Medium
14-09-2024,Credit,2060.95,"Martin, Santos and Jackson",Bank Transfer,0,2,2,4,Low
06-07-2024,Credit,8030.67,Anderson-Davenport,Bank Transfer,0,2,5,10,Medium
04-11-2024,Refund,2212.87,Hansen Ltd,Bank Transfer,1,5,2,10,Medium
24-06-2024,Debit,6366.13,"Winters, Jacobson and Boyd",Credit Card,0,2,3,6,Low
21-01-2024,Refund,5184.37,Watson Ltd,Cash,0,2,3,6,Low
17-06-2024,Debit,6252.15,"Robinson, Pratt and Johnson",Credit Card,0,2,3,6,Low
04-12-2024,Credit,723.64,"Davis, Wu and Chambers",Bank Transfer,0,2,2,4,Low
31-10-2024,Debit,7211.99,Velazquez and Sons,Bank Transfer,0,2,3,6,Low
22-11-2024,Debit,5471.8,Hammond-Hayes,Bank Transfer,0,2,3,6,Low
14-10-2024,Refund,7380.03,Thompson LLC,Cash,0,2,3,6,Low
18-11-2024,Credit,3225.21,"Smith, Baker and Mitchell",Credit Card,0,2,3,6,Low
01-07-2024,Credit,1654.7,Vargas PLC,Bank Transfer,1,5,2,10,Medium
18-01-2024,Credit,2770.35,"Green, Lozano and Walters",Cash,1,5,2,10,Medium
03-09-2024,Debit,8473.79,Smith-Oliver,Bank Transfer,0,2,5,10,Medium
19-04-2024,Credit,309.3,Pineda-Moran,Bank Transfer,0,2,2,4,Low
26-05-2024,Refund,7657.14,Nelson PLC,Credit Card,1,5,3,15,High
15-05-2024,Debit,7802.68,Dunn-Burns,Cash,0,2,3,6,Low
28-04-2024,Debit,7755.29,Johnson-Lawson,Bank Transfer,0,2,3,6,Low
17-02-2024,Debit,6911.93,Dyer Inc,Credit Card,1,5,3,15,High
17-03-2024,Debit,8630.23,Griffin-Hart,Credit Card,0,2,5,10,Medium
09-04-2024,Refund,7233.67,Thompson LLC,Credit Card,0,2,3,6,Low
26-02-2024,Debit,845.5,King PLC,Cash,0,2,2,4,Low
27-05-2024,Debit,1657.59,"Wilson, Poole and Macdonald",Cash,0,2,2,4,Low
22-07-2024,Refund,7424.56,Fisher Inc,Credit Card,0,2,3,6,Low
02-05-2024,Credit,6374.02,"Owens, Figueroa and Walker",Credit Card,0,2,3,6,Low
22-03-2024,Refund,819.82,Ferguson-Ramos,Bank Transfer,0,2,2,4,Low
20-08-2024,Credit,6882.68,"Herman, Whitney and Graham",Cash,0,2,3,6,Low
04-01-2025,Debit,4812.99,"Pacheco, Waller and Haynes",Credit Card,0,2,3,6,Low
05-07-2024,Debit,8055.68,"Gutierrez, Robinson and Wood",Credit Card,0,2,5,10,Medium
05-11-2024,Debit,4395.4,Robinson Ltd,Cash,0,2,3,6,Low
20-11-2024,Refund,8944,Adams Ltd,Bank Transfer,0,2,5,10,Medium
31-05-2024,Credit,6479,"Coleman, Lowe and Wright",Credit Card,0,2,3,6,Low
11-02-2024,Credit,581.9,Khan-Gentry,Credit Card,0,2,2,4,Low
05-08-2024,Refund,6312.15,Mcdonald PLC,Bank Transfer,0,2,3,6,Low
24-03-2024,Refund,9686.75,Dean-Dunn,Bank Transfer,0,2,5,10,Medium
10-09-2024,Credit,268.15,Collins and Sons,Cash,0,2,2,4,Low
08-03-2024,Refund,1506.25,Fox-Powell,Bank Transfer,0,2,2,4,Low
11-05-2024,Debit,3539.83,Maldonado Group,Credit Card,0,2,3,6,Low
27-04-2024,Credit,3796.66,Gentry-Thomas,Cash,0,2,3,6,Low
06-09-2024,Refund,1160.42,Koch LLC,Bank Transfer,0,2,2,4,Low
16-03-2024,Credit,9143.45,Dougherty-Richardson,Cash,1,5,5,25,High
19-09-2024,Refund,6459.61,"Kirk, Smith and Obrien",Bank Transfer,0,2,3,6,Low
06-06-2024,Credit,7527.77,"Black, Anderson and Gutierrez",Cash,0,2,3,6,Low
04-02-2024,Credit,2615.43,"Harris, Arnold and Smith",Bank Transfer,0,2,2,4,Low
12-04-2024,Credit,859.55,Thomas-Lawson,Bank Transfer,0,2,2,4,Low
15-06-2024,Debit,8129.53,Cannon-Adams,Credit Card,1,5,5,25,High
08-02-2024,Debit,6007.48,Butler Group,Cash,0,2,3,6,Low
03-07-2024,Credit,5768.09,"Holt, Bailey and Osborne",Credit Card,0,2,3,6,Low
02-12-2024,Refund,4773.02,"Harvey, Wilkerson and Conrad",Bank Transfer,0,2,3,6,Low
14-11-2024,Debit,4916.48,"Moore, Myers and Henderson",Credit Card,0,2,3,6,Low
28-01-2024,Refund,9103.43,Larson-Richards,Credit Card,0,2,5,10,Medium
25-08-2024,Credit,775.27,Tucker Group,Credit Card,0,2,2,4,Low
08-01-2024,Refund,1765.49,Lopez-Washington,Cash,0,2,2,4,Low
16-02-2024,Debit,7634.65,"Matthews, Arroyo and Butler",Bank Transfer,0,2,3,6,Low
05-03-2024,Refund,5019.14,Santiago Ltd,Bank Transfer,0,2,3,6,Low
18-05-2024,Refund,7885.22,Dodson-Gutierrez,Bank Transfer,0,2,3,6,Low
06-10-2024,Credit,3148,Jones and Sons,Bank Transfer,0,2,3,6,Low
25-01-2024,Credit,4694.06,Molina-Clark,Cash,0,2,3,6,Low
11-10-2024,Refund,5076.37,Levy Inc,Credit Card,0,2,3,6,Low
24-07-2024,Refund,4678.45,"Walker, Travis and Nelson",Bank Transfer,0,2,3,6,Low
04-11-2024,Credit,451.02,Moore-Smith,Cash,0,2,2,4,Low
18-01-2024,Debit,498.04,Bell Ltd,Bank Transfer,1,5,2,10,Medium
14-12-2024,Debit,6623.75,Cole-Allen,Cash,0,2,3,6,Low
02-11-2024,Refund,8859.07,Huang-Cummings,Bank Transfer,0,2,5,10,Medium
30-01-2024,Credit,3785.18,Herrera-Jordan,Bank Transfer,0,2,3,6,Low
26-09-2024,Refund,6370.31,"Ballard, Jimenez and Mills",Cash,0,2,3,6,Low
05-01-2025,Credit,896,Snow Inc,Cash,0,2,2,4,Low
24-11-2024,Debit,7241.75,"Bradley, Wade and Jenkins",Bank Transfer,0,2,3,6,Low
16-09-2024,Refund,2758.04,"Fields, Robinson and Franklin",Cash,0,2,2,4,Low
27-01-2024,Credit,1508.09,"Cherry, Norris and Olsen",Cash,0,2,2,4,Low
03-08-2024,Refund,3783.43,"Allen, Sanchez and Lewis",Cash,0,2,3,6,Low
11-04-2024,Debit,1238.19,Davis LLC,Bank Transfer,0,2,2,4,Low
14-08-2024,Debit,4135.59,Wood-Tucker,Cash,0,2,3,6,Low
27-12-2024,Refund,7979.02,Hunt Group,Cash,0,2,3,6,Low
03-10-2024,Refund,5121.71,Mathis-Baker,Cash,0,2,3,6,Low
09-03-2024,Refund,9906.77,Deleon-Monroe,Bank Transfer,0,2,5,10,Medium
21-08-2024,Credit,3701.97,"Williams, Gray and Dyer",Bank Transfer,0,2,3,6,Low
21-10-2024,Credit,499.49,Hayes LLC,Bank Transfer,0,2,2,4,Low
28-12-2024,Refund,3108.16,"Smith, Johnson and Collins",Bank Transfer,0,2,3,6,Low
21-07-2024,Debit,1710.65,"Warren, Nelson and Brown",Credit Card,1,5,2,10,Medium
06-03-2024,Refund,5772.48,Adams Ltd,Credit Card,0,2,3,6,Low
21-09-2024,Refund,7298.7,Reed PLC,Cash,1,5,3,15,High
14-10-2024,Debit,5529.91,Odonnell-Higgins,Cash,1,5,3,15,High
13-11-2024,Debit,403.37,Taylor Group,Cash,0,2,2,4,Low
21-05-2024,Credit,4702.99,Willis Ltd,Credit Card,0,2,3,6,Low
01-06-2024,Refund,4073.25,"Harvey, Thompson and Ross",Cash,0,2,3,6,Low
30-07-2024,Refund,2411.49,Duncan and Sons,Cash,0,2,2,4,Low
17-02-2024,Refund,6025,"Washington, Wood and Walker",Bank Transfer,0,2,3,6,Low
16-06-2024,Refund,6145.95,Marks Group,Bank Transfer,0,2,3,6,Low
23-11-2024,Debit,4605.64,Sparks Ltd,Credit Card,0,2,3,6,Low
11-04-2024,Refund,3557.22,"Smith, Burton and Lynch",Bank Transfer,1,5,3,15,High
29-03-2024,Refund,9987.42,Jones Group,Bank Transfer,0,2,5,10,Medium
15-09-2024,Refund,7725.94,"Hicks, Wilson and Glass",Bank Transfer,0,2,3,6,Low
21-04-2024,Refund,7788.35,Miller and Sons,Credit Card,0,2,3,6,Low
27-05-2024,Credit,9531.52,Lopez Ltd,Cash,1,5,5,25,High
16-01-2024,Refund,8563,Cox-Orr,Credit Card,0,2,5,10,Medium
25-11-2024,Debit,5262.96,"Ball, Valencia and Garcia",Cash,0,2,3,6,Low
03-06-2024,Credit,1266.41,"Price, Henderson and Mullen",Credit Card,0,2,2,4,Low
15-01-2024,Refund,616.51,Stone-Navarro,Cash,0,2,2,4,Low
24-11-2024,Debit,8021.92,Sparks Ltd,Cash,0,2,5,10,Medium
19-01-2024,Credit,9282.1,"Brown, Norman and Contreras",Cash,0,2,5,10,Medium
16-04-2024,Credit,8653.86,James Inc,Cash,0,2,5,10,Medium
08-01-2024,Refund,2535.62,Duran Group,Cash,0,2,2,4,Low
06-07-2024,Credit,5290.47,Paul Group,Cash,0,2,3,6,Low
24-11-2024,Refund,8903.15,"Gutierrez, Miller and Mason",Bank Transfer,1,5,5,25,High
13-04-2024,Refund,9153.2,"Dean, Garza and Bell",Bank Transfer,0,2,5,10,Medium
02-03-2024,Credit,7387.68,Washington-Robertson,Cash,1,5,3,15,High
05-01-2025,Credit,2623.46,"Ruiz, Jarvis and Curtis",Cash,0,2,2,4,Low
22-07-2024,Credit,7335.52,Thompson PLC,Credit Card,0,2,3,6,Low
20-08-2024,Credit,9621.9,Jones PLC,Cash,0,2,5,10,Medium
26-09-2024,Credit,6441.34,Smith-Anderson,Bank Transfer,0,2,3,6,Low
13-05-2024,Debit,5479.3,White-Davenport,Cash,0,2,3,6,Low
03-03-2024,Debit,4741.68,"Spencer, Conway and Guerrero",Credit Card,0,2,3,6,Low
03-11-2024,Refund,8805.74,"Obrien, Warren and Bass",Cash,0,2,5,10,Medium
28-11-2024,Refund,2497.66,Randall-Byrd,Bank Transfer,0,2,2,4,Low
01-07-2024,Refund,1946.62,Aguilar-Beck,Credit Card,0,2,2,4,Low
30-07-2024,Credit,7184.63,Booth-Thompson,Credit Card,0,2,3,6,Low
28-11-2024,Refund,1884.96,Flynn Inc,Bank Transfer,0,2,2,4,Low
15-08-2024,Refund,6480.95,Dunn-Perez,Credit Card,0,2,3,6,Low
15-09-2024,Credit,4003.09,"Walker, Miller and Clark",Bank Transfer,0,2,3,6,Low
27-07-2024,Debit,2429.85,Bond Group,Bank Transfer,0,2,2,4,Low
15-10-2024,Refund,6733.27,Brown and Sons,Bank Transfer,0,2,3,6,Low
07-05-2024,Credit,1423.59,Hudson-Glenn,Bank Transfer,0,2,2,4,Low
14-01-2024,Refund,4006.83,Thompson Ltd,Bank Transfer,0,2,3,6,Low
12-03-2024,Debit,6782.25,"Woodard, Ingram and Clark",Bank Transfer,0,2,3,6,Low
31-08-2024,Refund,7262.64,Brown Inc,Credit Card,0,2,3,6,Low
17-07-2024,Debit,5222.02,"Scott, Graves and Thompson",Bank Transfer,0,2,3,6,Low
13-03-2024,Refund,6455.41,Cohen PLC,Cash,0,2,3,6,Low
20-03-2024,Credit,6673.12,"Snyder, George and Fernandez",Bank Transfer,1,5,3,15,High
03-07-2024,Refund,3081.89,Green-Thompson,Credit Card,0,2,3,6,Low
01-09-2024,Refund,2982.89,Santana Group,Credit Card,0,2,2,4,Low
25-02-2024,Debit,216.89,Davis-Perry,Bank Transfer,1,5,2,10,Medium
17-09-2024,Credit,8795.67,Gonzales LLC,Cash,1,5,5,25,High
18-08-2024,Credit,7567.23,Jordan and Sons,Cash,0,2,3,6,Low
21-06-2024,Debit,1313.8,"Joseph, Ward and Hardy",Bank Transfer,0,2,2,4,Low
12-04-2024,Debit,7225.27,Tate-Moran,Credit Card,1,5,3,15,High
05-09-2024,Refund,8451.95,"Smith, Odonnell and Henderson",Credit Card,0,2,5,10,Medium
02-10-2024,Debit,4314.58,Powell Group,Cash,1,5,3,15,High
18-11-2024,Credit,1049.89,Griffin-Moore,Credit Card,0,2,2,4,Low
29-12-2024,Credit,9608.13,Jacobs-Wright,Bank Transfer,0,2,5,10,Medium
14-11-2024,Debit,2525.98,Weaver-Pierce,Cash,0,2,2,4,Low
26-05-2024,Refund,4625.03,"Jones, Carney and Reed",Cash,0,2,3,6,Low
17-06-2024,Credit,417.38,Perkins Inc,Bank Transfer,0,2,2,4,Low
21-03-2024,Credit,3907.94,"Shaw, Lee and Evans",Cash,1,5,3,15,High
07-05-2024,Credit,9455.07,Ellis-Douglas,Cash,0,2,5,10,Medium
28-03-2024,Debit,6320.01,Villanueva-Young,Credit Card,0,2,3,6,Low
03-06-2024,Refund,1575.15,Vincent-Lee,Bank Transfer,0,2,2,4,Low
28-02-2024,Debit,9461.96,"Bowman, Garcia and Marsh",Credit Card,0,2,5,10,Medium
01-03-2024,Refund,3742.91,Waters-Doyle,Bank Transfer,0,2,3,6,Low
03-06-2024,Debit,2913.21,"Martinez, Wong and Strong",Cash,0,2,2,4,Low
22-08-2024,Refund,8735.93,Ramsey and Sons,Bank Transfer,0,2,5,10,Medium
12-01-2024,Refund,1874.02,"Rogers, Robbins and Owens",Credit Card,0,2,2,4,Low
22-08-2024,Debit,7888.7,"Simmons, Reeves and Zhang",Credit Card,0,2,3,6,Low
10-08-2024,Refund,7214.03,Martinez-Allen,Cash,0,2,3,6,Low
10-10-2024,Credit,3696.79,"Henderson, Allen and Mercado",Credit Card,1,5,3,15,High
03-12-2024,Credit,5439.26,"Wagner, Martin and Howard",Credit Card,0,2,3,6,Low
14-08-2024,Debit,1877.68,"Smith, Harrison and Roberson",Credit Card,0,2,2,4,Low
26-10-2024,Credit,1924.8,"Banks, Giles and Johnson",Cash,0,2,2,4,Low
11-02-2024,Refund,8656.03,Carpenter PLC,Credit Card,0,2,5,10,Medium
20-01-2024,Debit,7295.17,"Brown, Faulkner and Ballard",Bank Transfer,0,2,3,6,Low
03-09-2024,Credit,6689.96,Delgado-Chapman,Credit Card,0,2,3,6,Low
09-07-2024,Debit,4703.62,"Beck, Armstrong and Calhoun",Bank Transfer,0,2,3,6,Low
05-02-2024,Refund,3084.22,"Malone, Wise and Peterson",Cash,0,2,3,6,Low
10-12-2024,Debit,7923.02,Becker LLC,Cash,0,2,3,6,Low
26-07-2024,Credit,8632.21,Davis Inc,Cash,0,2,5,10,Medium
07-04-2024,Debit,5134.67,"Lambert, Shelton and Brock",Credit Card,0,2,3,6,Low
07-09-2024,Debit,9600.12,Elliott-Daniels,Cash,0,2,5,10,Medium
14-07-2024,Refund,5308.25,"Martinez, Krause and Kelly",Bank Transfer,0,2,3,6,Low
19-04-2024,Debit,9163.58,"Wells, Goodwin and Lindsey",Credit Card,0,2,5,10,Medium
11-11-2024,Credit,234.69,Carroll PLC,Bank Transfer,1,5,2,10,Medium
13-05-2024,Credit,2266.41,"Weaver, Turner and Cox",Cash,1,5,2,10,Medium
14-09-2024,Credit,1098.56,Brennan-Thompson,Credit Card,0,2,2,4,Low
29-07-2024,Debit,2422.02,"Nelson, Valenzuela and Newman",Credit Card,0,2,2,4,Low
18-10-2024,Refund,6977.09,Henry-Solomon,Credit Card,0,2,3,6,Low
29-09-2024,Credit,5192.28,King-Williams,Credit Card,1,5,3,15,High
09-01-2024,Refund,8305.85,"Fuller, Hernandez and Weaver",Credit Card,0,2,5,10,Medium
23-11-2024,Refund,2761.58,"Cannon, Chan and Gonzalez",Cash,0,2,2,4,Low
22-06-2024,Debit,7257.69,"Mills, Robbins and Turner",Cash,0,2,3,6,Low
29-07-2024,Debit,1351.2,Mills Ltd,Bank Transfer,0,2,2,4,Low
30-05-2024,Refund,6104.85,Gonzalez Group,Cash,1,5,3,15,High
08-05-2024,Refund,6974.93,"Jones, Mason and Watson",Cash,0,2,3,6,Low
28-03-2024,Credit,6740.04,Morton-Zimmerman,Cash,0,2,3,6,Low
29-02-2024,Debit,3405.89,Ellis PLC,Cash,0,2,3,6,Low
07-01-2025,Refund,2904.06,"Joseph, Sanders and Fritz",Credit Card,0,2,2,4,Low
01-10-2024,Credit,6394.42,"Barnett, Bradshaw and Mitchell",Cash,0,2,3,6,Low
20-02-2024,Debit,9931.33,Smith LLC,Cash,0,2,5,10,Medium
13-07-2024,Debit,2920.85,Garcia Ltd,Bank Transfer,1,5,2,10,Medium
19-10-2024,Debit,2054.35,Rodriguez-Espinoza,Credit Card,0,2,2,4,Low
28-05-2024,Credit,2169.17,Camacho LLC,Credit Card,0,2,2,4,Low
13-10-2024,Credit,9697.62,"Mcdonald, Wade and Stevens",Bank Transfer,1,5,5,25,High
25-02-2024,Credit,8241.14,"Collier, Thomas and Ruiz",Cash,0,2,5,10,Medium
15-04-2024,Credit,1951.35,Smith and Sons,Credit Card,0,2,2,4,Low
24-04-2024,Credit,5266.86,Hughes LLC,Bank Transfer,0,2,3,6,Low
06-06-2024,Refund,5875.34,Decker and Sons,Credit Card,0,2,3,6,Low
27-12-2024,Refund,8835.97,Vasquez-King,Bank Transfer,0,2,5,10,Medium
14-11-2024,Debit,1230.58,"Mccoy, Williamson and Montgomery",Cash,1,5,2,10,Medium
04-11-2024,Credit,7287.23,Williams-Davis,Cash,0,2,3,6,Low
29-03-2024,Refund,8068.98,"Houston, Griffin and Brown",Cash,0,2,5,10,Medium
22-07-2024,Refund,8061.42,Foster Ltd,Bank Transfer,0,2,5,10,Medium
21-04-2024,Credit,909.68,Coleman Ltd,Credit Card,0,2,2,4,Low
05-06-2024,Credit,7115.94,Ballard-Moore,Cash,0,2,3,6,Low
22-06-2024,Credit,4552.89,Mitchell Ltd,Credit Card,0,2,3,6,Low
18-06-2024,Debit,4669.84,Acosta-Vaughn,Credit Card,1,5,3,15,High
14-05-2024,Refund,8787.18,Carter and Sons,Cash,0,2,5,10,Medium
27-07-2024,Credit,1246.55,"Oconnor, Smith and Miller",Credit Card,0,2,2,4,Low
12-11-2024,Debit,492.82,"Montgomery, Cochran and Clark",Credit Card,0,2,2,4,Low
17-11-2024,Credit,9756.15,Lamb-Bennett,Bank Transfer,0,2,5,10,Medium
14-11-2024,Credit,2418.55,Miller Inc,Credit Card,0,2,2,4,Low
10-01-2024,Credit,923.27,Jones-Yoder,Bank Transfer,0,2,2,4,Low
08-12-2024,Refund,6791.04,Cooper-Hughes,Cash,0,2,3,6,Low
07-10-2024,Credit,4930.88,"Martin, Hall and Day",Cash,0,2,3,6,Low
05-02-2024,Refund,1355.72,"Gilmore, Stanley and Huff",Cash,0,2,2,4,Low
19-08-2024,Refund,6443.84,Patel-Thornton,Credit Card,0,2,3,6,Low
25-10-2024,Debit,9994.44,Bennett Ltd,Credit Card,0,2,5,10,Medium
20-04-2024,Debit,401.72,Knight PLC,Credit Card,0,2,2,4,Low
02-01-2025,Refund,4072.4,"Mitchell, Cabrera and Berry",Credit Card,0,2,3,6,Low
15-07-2024,Refund,357.23,Smith PLC,Cash,0,2,2,4,Low
23-02-2024,Credit,777.64,"Edwards, Young and Bates",Bank Transfer,0,2,2,4,Low
09-11-2024,Credit,847.81,"Parker, Mills and Fox",Cash,0,2,2,4,Low
04-08-2024,Refund,7502.92,Walker LLC,Credit Card,0,2,3,6,Low
05-08-2024,Refund,7615.92,Gonzalez Group,Bank Transfer,0,2,3,6,Low
30-12-2024,Credit,4971.7,"Wilkinson, Montoya and Fry",Bank Transfer,0,2,3,6,Low
11-09-2024,Credit,9617.39,Craig and Sons,Bank Transfer,0,2,5,10,Medium
24-11-2024,Credit,9914.31,Moran-Gonzalez,Credit Card,0,2,5,10,Medium
11-01-2024,Credit,962.12,Norton LLC,Credit Card,0,2,2,4,Low
19-10-2024,Debit,9607.79,Jimenez LLC,Credit Card,1,5,5,25,High
24-07-2024,Credit,8585.2,Mullen-Jackson,Bank Transfer,0,2,5,10,Medium
15-04-2024,Refund,7791.34,Ramos and Sons,Cash,0,2,3,6,Low
16-03-2024,Refund,7205.66,"Valdez, Williams and Washington",Cash,0,2,3,6,Low
02-08-2024,Credit,5249.5,"Adams, Bishop and Gomez",Credit Card,1,5,3,15,High
06-12-2024,Credit,93.74,Medina Group,Bank Transfer,0,2,2,4,Low
14-08-2024,Refund,9115.99,"Clements, Schultz and Vance",Credit Card,0,2,5,10,Medium
22-01-2024,Refund,2094.95,Cook PLC,Credit Card,1,5,2,10,Medium
31-10-2024,Debit,275.43,Schroeder-Mcknight,Cash,0,2,2,4,Low
24-03-2024,Refund,8108.76,Black LLC,Cash,0,2,5,10,Medium
04-10-2024,Refund,5865.04,Zhang-Marks,Credit Card,0,2,3,6,Low
15-01-2024,Refund,3352.54,"Rodriguez, Davis and Vang",Cash,0,2,3,6,Low
01-06-2024,Debit,4156.08,"Shannon, Farley and Oconnor",Credit Card,0,2,3,6,Low
09-03-2024,Refund,5501.91,"Russell, Palmer and Farmer",Cash,0,2,3,6,Low
07-01-2025,Credit,8377.59,Anderson Inc,Bank Transfer,0,2,5,10,Medium
13-05-2024,Refund,5243.46,Williams PLC,Bank Transfer,0,2,3,6,Low
05-01-2025,Refund,141.07,Reilly Ltd,Cash,0,2,2,4,Low
10-05-2024,Debit,6887.08,"Nelson, Mills and Mathews",Credit Card,0,2,3,6,Low
02-04-2024,Credit,3345.18,Dixon-Freeman,Bank Transfer,0,2,3,6,Low
04-03-2024,Refund,6371.97,Contreras Inc,Cash,1,5,3,15,High
25-04-2024,Debit,4978.54,"Lewis, Goodwin and Price",Credit Card,0,2,3,6,Low
21-03-2024,Refund,7295.32,Gonzales Group,Credit Card,0,2,3,6,Low
14-11-2024,Debit,8232.18,Hall-Roth,Bank Transfer,0,2,5,10,Medium
25-05-2024,Debit,5964.76,Harris-Allison,Bank Transfer,0,2,3,6,Low
29-08-2024,Debit,9604.08,Parker Inc,Credit Card,0,2,5,10,Medium
25-02-2024,Credit,9080.29,Watson Group,Credit Card,0,2,5,10,Medium
27-12-2024,Debit,9167.55,Harris-Lopez,Bank Transfer,0,2,5,10,Medium
01-12-2024,Refund,8823.99,"Williams, Wolfe and Cantrell",Cash,0,2,5,10,Medium
09-06-2024,Debit,6804.41,Campbell Inc,Cash,0,2,3,6,Low
10-01-2024,Refund,3923.7,"Sherman, Newman and Welch",Credit Card,0,2,3,6,Low
